"Accepted Symbol" "Synonym Symbol" "Scientific Name" "Common Name" "State and Province" "Duration" "Growth Habit" "Native Status" "Active Growth Period" "Flower Color" "Flower Conspicuous" "Height  Mature (feet)" "Lifespan" "Drought Tolerance" "Shade Tolerance" "Bloom Period" 
"MISU2" "" "Mimulus suksdorfii" "Suksdorf's monkeyflower" "USA (AZ  CA  CO  ID  MT  NM  NV  OR  UT  WA  WY)" "Annual" "Forb/herb" "L48 (N)" "Spring and Summer" "Yellow" "Yes" "0.6" "" "Low" "Tolerant" "Mid Spring" 
"MIMU" "" "Mirabilis multiflora" "Colorado four o'clock" "USA (AZ  CA  CO  NM  NV  TX  UT)" "Perennial" "Forb/herb  Subshrub" "L48 (N)" "Spring and Summer" "Purple" "Yes" "2.0" "Moderate" "High" "Intolerant" "Late Spring" 
"MOFI" "" "Monarda fistulosa" "wild bergamot" "USA (AL  AR  AZ  CO  CT  DC  DE  GA  IA  ID  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  MT  NC  ND  NE  NH  NJ  NM  NV  NY  OH  OK  OR  PA  RI  SC  SD  TN  TX  UT  VA  VT  WA  WI  WV  WY)  CAN (AB  BC  MB  NT  ON  QC  SK)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring" "Red" "Yes" "4.9" "Moderate" "None" "Intermediate" "Summer" 
"MOFIM2" "" "Monarda fistulosa ssp. fistulosa var. menthifolia" "mintleaf bergamot" "USA (AZ  CO  IA  ID  MN  MT  ND  NE  NM  NV  OR  SD  TX  UT  WA  WI  WY)  CAN (AB  BC  MB  NT  SK)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "3.0" "Moderate" "Low" "Intermediate" "Late Spring" 
"NECO" "" "Nectandra coriacea" "lancewood" "USA (FL)  USA+ (PR  VI)" "Perennial" "Shrub  Tree" "L48 (N)  PR (N)  VI (N)" "Fall" "White" "Yes" "25" "Short" "Medium" "Tolerant" "Early Summer" 
"NELU" "" "Nelumbo lutea" "American lotus" "USA (AL  AR  CA  CT  DE  FL  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NE  NJ  NY  OH  OK  PA  SC  TN  TX  VA  WI)  CAN (ON)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Summer" "Yellow" "Yes" "3.0" "Long" "None" "Intolerant" "Mid Summer" 
"NEMA" "" "Nemophila maculata" "fivespot" "USA (CA  OR  UT)" "Annual" "Forb/herb" "L48 (N)" "Spring" "White" "Yes" "0.5" "" "Low" "Tolerant" "Early Spring" 
"NOMI" "" "Nolina microcarpa" "sacahuista" "USA (AZ  NM  UT)" "Perennial" "Subshrub  Shrub" "L48 (N)" "Spring and Summer" "White" "Yes" "4.0" "Long" "High" "Intolerant" "Mid Spring" 
"NODE3" "" "Notholithocarpus densiflorus" "tanoak" "USA (CA  OR)" "Perennial" "Tree  Shrub" "L48 (N)" "" "" "" "" "" "" "" "" 
"NODE3" "LIDE3" "Lithocarpus densiflorus" "" "" "" "" "" "Spring and Summer" "Yellow" "Yes" "125" "Long" "High" "Tolerant" "Indeterminate" 
"NULUP" "" "Nuphar lutea ssp. polysepala" "Rocky Mountain pond-lily" "USA (AK  AZ  CA  CO  ID  MT  NM  NV  OR  UT  WA  WY)  CAN (BC  NT  YT)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "4.0" "Short" "Low" "Intolerant" "Spring" 
"NYME" "" "Nymphaea mexicana" "yellow waterlily" "USA (AL  AZ  CA  FL  GA  LA  MS  NC  NM  OK  SC  TX)  CAN (BC)" "Perennial" "Forb/herb" "L48 (N)  CAN (I)" "Spring" "Yellow" "Yes" "" "Moderate" "None" "Intolerant" "Spring" 
"OECE" "" "Oemleria cerasiformis" "Indian plum" "USA (CA  OR  WA)  CAN (BC)" "Perennial" "Tree  Shrub" "L48 (N)  CAN (N)" "" "White" "Yes" "5.0" "Short" "Low" "Intermediate" "Spring" 
"OEBI" "" "Oenothera biennis" "common evening primrose" "USA (AL  AR  CA  CT  DC  DE  FL  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  MT  NC  ND  NE  NH  NJ  NM  NV  NY  OH  OK  OR  PA  RI  SC  SD  TN  TX  VA  VT  WA  WI  WV)  CAN (AB  BC  MB  NB  NF  NS  ON  PE  QC  SK)" "Biennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Yellow" "Yes" "5.0" "Short" "Medium" "Intolerant" "Late Spring" 
"OECA10" "" "Oenothera caespitosa" "tufted evening primrose" "USA (AZ  CA  CO  ID  MT  ND  NE  NM  NV  OR  SD  TX  UT  WA  WY)  CAN (AB  MB  SK)" "Perennial" "Forb/herb  Subshrub" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "0.5" "Short" "High" "Intolerant" "Late Spring" 
"OEEL" "" "Oenothera elata" "Hooker's evening primrose" "USA (AZ  CA  CO  ID  KS  MT  NM  NV  OK  OR  TX  UT  WA  WY)" "Biennial  Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Yellow" "Yes" "5.0" "Short" "Low" "Intolerant" "Mid Summer" 
"OEELH2" "" "Oenothera elata ssp. hookeri" "Hooker's evening primrose" "USA (CA)" "Biennial  Perennial" "Forb/herb" "L48 (N)" "Summer" "Yellow" "Yes" "5.0" "Moderate" "Medium" "Intolerant" "Late Summer" 
"OEFL" "" "Oenothera flava" "yellow evening primrose" "USA (AZ  CA  CO  ID  MT  ND  NE  NM  NV  OR  SD  TX  UT  WA  WY)  CAN (AB  SK)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "2.5" "Short" "Low" "Intermediate" "Mid Spring" 
"OEFR" "" "Oenothera fruticosa" "narrowleaf evening primrose" "USA (AL  AR  CT  DC  DE  FL  GA  IL  IN  KY  LA  MA  MD  ME  MI  MO  MS  NC  NH  NJ  NY  OH  OK  PA  RI  SC  TN  VA  WV)  CAN (MB  NB  NS  ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "" "Yes" "3.3" "Moderate" "Low" "Tolerant" "Summer" 
"OEPA" "" "Oenothera pallida" "pale evening primrose" "USA (AZ  CO  ID  MT  NM  NV  OR  TX  UT  WA  WY)  CAN (BC)" "Biennial  Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "2.0" "Long" "High" "Intolerant" "Late Spring" 
"OEPI2" "" "Oenothera pilosella" "meadow evening primrose" "USA (AL  AR  CT  IA  IL  IN  KY  LA  MA  ME  MI  MO  MS  NH  NJ  NY  OH  PA  TX  VA  VT  WI  WV)  CAN (ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "2.0" "Moderate" "Low" "Intermediate" "Late Spring" 
"OLRIR" "" "Oligoneuron rigidum var. rigidum" "stiff goldenrod" "USA (AR  CT  DC  IA  IL  IN  KS  KY  LA  MA  MD  MI  MN  MO  NC  NE  NJ  NY  OH  OK  PA  RI  SC  TN  TX  VA  WI  WV)  CAN (ON)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "3.6" "Moderate" "High" "Intermediate" "Late Summer" 
"OLTE" "" "Olneya tesota" "desert ironwood" "USA (AZ  CA)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring  Summer  Fall" "Purple" "Yes" "25" "Long" "High" "Intolerant" "Early Spring" 
"OLDOD" "" "Olsynium douglasii var. douglasii" "Douglas' grasswidow" "USA (CA  OR  WA)  CAN (BC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Red" "Yes" "1.0" "Moderate" "Medium" "Intolerant" "Early Spring" 
"OPDI3" "" "Opuntia dillenii" "erect pricklypear" "USA (FL  SC)  USA+ (PR  VI)" "Perennial" "Shrub" "L48 (N)  PR (N)  VI (N)" "" "" "" "" "" "" "" "" 
"OPDI3" "OPSTD" "Opuntia stricta var. dillenii" "" "" "" "" "" "Spring" "Yellow" "Yes" "6.0" "Short" "High" "Intolerant" "Spring" 
"OPPO" "" "Opuntia polyacantha" "plains pricklypear" "USA (AZ  CA  CO  ID  KS  MO  MT  ND  NE  NM  NV  OK  OR  SD  TX  UT  WA  WY)  CAN (AB  BC  SK)" "Perennial" "Shrub" "L48 (N)  CAN (N)" "Spring  Summer  Fall" "Yellow" "Yes" "2.0" "Moderate" "High" "Intolerant" "Late Spring" 
"ORLU2" "" "Orthocarpus luteus" "yellow owl's-clover" "USA (AZ  CA  CO  ID  MN  MT  ND  NE  NM  NV  OR  SD  UT  WA  WY)  CAN (AB  BC  MB  NT  ON  SK  YT)" "Annual" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "1.5" "" "High" "Intolerant" "Early Summer" 
"ORTE2" "" "Orthocarpus tenuifolius" "thinleaved owl's-clover" "USA (ID  MT  OR  WA  WY)  CAN (BC)" "Annual" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "1.0" "" "High" "Intolerant" "Late Spring" 
"OSOC" "" "Osmorhiza occidentalis" "western sweetroot" "USA (CA  CO  ID  MT  NV  OR  UT  WA  WY)  CAN (AB  BC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "4.0" "Moderate" "High" "Tolerant" "Spring" 
"OXAR" "" "Oxydendrum arboreum" "sourwood" "USA (AL  AR  FL  GA  IL  IN  KY  LA  MD  MS  NC  NY  OH  PA  RI  SC  TN  VA  WV)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring and Summer" "White" "Yes" "35" "Moderate" "Medium" "Tolerant" "Early Summer" 
"OXLA3" "" "Oxytropis lambertii" "purple locoweed" "USA (AZ  CO  IA  KS  MN  MO  MT  ND  NE  NM  OK  SD  TX  UT  WY)  CAN (BC  MB  SK)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Red" "Yes" "1.4" "Moderate" "Medium" "Intolerant" "Mid Spring" 
"OXSP" "" "Oxytropis splendens" "showy locoweed" "USA (AK  CO  MN  MT  ND  NM  WY)  CAN (AB  BC  MB  NT  ON  SK  YT)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "1.0" "Short" "Low" "Intolerant" "Late Summer" 
"PAAU3" "" "Packera aurea" "golden ragwort" "USA (AL  AR  CT  DC  DE  FL  GA  IA  IL  IN  KY  MA  MD  ME  MI  MN  MO  MS  NC  NH  NJ  NY  OH  OK  PA  RI  SC  TN  TX  VA  VT  WI  WV)  CAN (LB  MB  NB  NF  NS  ON  PE  QC)  FRA (SPM)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)  SPM (N)" "Spring" "Yellow" "Yes" "3.9" "Short" "Low" "Tolerant" "Early Spring" 
"PACA15" "" "Packera cana" "woolly groundsel" "USA (CA  CO  ID  KS  MN  MT  ND  NE  NM  NV  OR  SD  UT  WA  WY)  CAN (AB  BC  MB  SK)" "Perennial" "Forb/herb  Subshrub" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "1.5" "Moderate" "High" "Intolerant" "Late Spring" 
"PAGL17" "" "Packera glabella" "butterweed" "USA (AL  AR  FL  GA  IA  IL  IN  KS  KY  LA  MD  MO  MS  NC  NE  OH  OK  SC  SD  TN  TX)  CAN (ON)" "Annual" "Forb/herb" "L48 (N)  CAN (W)" "Spring" "Yellow" "Yes" "3.2" "" "Medium" "Intolerant" "Spring" 
"PATR7" "" "Packera tridenticulata" "threetooth ragwort" "USA (CO  KS  ND  NE  NM  OK  SD  TX  WY)  CAN (MB  NT  SK)" "Perennial" "Forb/herb  Subshrub" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "3.0" "Short" "Medium" "Intolerant" "Late Summer" 
"PAFI3" "" "Parnassia fimbriata" "fringed grass of Parnassus" "USA (AK  CA  CO  ID  MT  NM  NV  OR  UT  WA  WY)  CAN (AB  BC  NT  YT)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)" "Summer" "White" "Yes" "1.2" "Moderate" "None" "Intermediate" "Mid Summer" 
"PAPA8" "" "Parnassia palustris" "marsh grass of Parnassus" "USA (AK  AZ  CA  CO  ID  MI  MN  MT  ND  NM  NV  OR  SD  UT  WA  WI  WY)  CAN (AB  BC  LB  MB  NF  NS  NT  NU  ON  PE  QC  SK  YT)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)" "Summer" "White" "Yes" "2.2" "Long" "None" "Intolerant" "Mid Summer" 
"PALU2" "" "Passiflora lutea" "yellow passionflower" "USA (AL  AR  DC  DE  FL  GA  IL  IN  KS  KY  LA  MD  MO  MS  NC  OH  OK  PA  SC  TN  TX  VA  WV)" "Perennial" "Vine  Forb/herb" "L48 (N)" "Spring" "Yellow" "Yes" "16" "Moderate" "Low" "Tolerant" "Summer" 
"PECA" "" "Pedicularis canadensis" "Canadian lousewort" "USA (AL  AR  CO  CT  DC  DE  FL  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  ND  NE  NH  NJ  NM  NY  OH  OK  PA  RI  SC  SD  TN  TX  VA  VT  WI  WV)  CAN (MB  NB  ON  QC)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "1.3" "Moderate" "Low" "Tolerant" "Late Spring" 
"PEGR2" "" "Pedicularis groenlandica" "elephanthead lousewort" "USA (AK  AZ  CA  CO  ID  MT  NM  NV  OR  UT  WA  WY)  CAN (AB  BC  LB  MB  NU  ON  QC  SK  YT)  DEN (GL)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)  GL (N)" "Spring and Summer" "Purple" "Yes" "2.5" "Short" "Low" "Intermediate" "Late Spring" 
"PEVI" "" "Peltandra virginica" "green arrow arum" "USA (AL  AR  CA  CT  DC  DE  FL  GA  IA  IL  IN  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NH  NJ  NY  OH  OK  OR  PA  RI  SC  TN  TX  VA  VT  WI  WV)  CAN (ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring" "Yellow" "Yes" "2.3" "Moderate" "None" "Intermediate" "Spring" 
"PEAC" "" "Penstemon acuminatus" "sharpleaf penstemon" "USA (ID  NV  OR  WA)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Blue" "Yes" "2.0" "Moderate" "High" "Intolerant" "Late Spring" 
"PEAL11" "" "Penstemon albertinus" "Alberta beardtongue" "USA (ID  MT)  CAN (AB  BC)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Summer" "Blue" "Yes" "2.0" "Short" "Low" "Intermediate" "Summer" 
"PEAN4" "" "Penstemon angustifolius" "broadbeard beardtongue" "USA (AZ  CO  KS  MT  ND  NE  NM  OK  SD  UT  WY)" "Perennial" "Subshrub  Forb/herb" "L48 (N)" "Spring and Summer" "White" "Yes" "3.0" "Short" "High" "Intolerant" "Spring" 
"PECO6" "" "Penstemon confertus" "yellow penstemon" "USA (ID  MT  OR  WA)  CAN (AB  BC  SK)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Yellow" "Yes" "2.0" "Moderate" "Low" "Tolerant" "Mid Summer" 
"PECY2" "" "Penstemon cyananthus" "Wasatch beardtongue" "USA (ID  MT  UT  WY)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Blue" "Yes" "2.5" "Long" "Low" "Intolerant" "Late Spring" 
"PEDE4" "" "Penstemon deustus" "scabland penstemon" "USA (CA  ID  MT  NV  OR  UT  WA  WY)" "Perennial" "Subshrub  Forb/herb" "L48 (N)" "Spring and Summer" "Yellow" "Yes" "2.0" "Long" "High" "Intolerant" "Late Spring" 
"PEDI" "" "Penstemon digitalis" "foxglove beardtongue" "USA (AL  AR  CT  DC  DE  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NE  NH  NJ  NY  OH  OK  PA  RI  SC  SD  TN  TX  VA  VT  WI  WV)  CAN (NB  NS  ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (I)" "Spring and Summer" "Purple" "Yes" "4.0" "Moderate" "High" "Tolerant" "Late Spring" 
"PEEA" "" "Penstemon eatonii" "firecracker penstemon" "USA (AZ  CA  CO  ID  NM  NV  UT  WY)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Red" "Yes" "4.0" "Short" "Medium" "Intermediate" "Early Summer" 
"PEFR3" "" "Penstemon fruticosus" "bush penstemon" "USA (ID  MT  OR  WA  WY)  CAN (AB  BC)" "Perennial" "Subshrub" "L48 (N)  CAN (N)" "Spring and Summer" "Blue" "Yes" "2.0" "Long" "Medium" "Intolerant" "Mid Spring" 
"PEGA" "" "Penstemon gairdneri" "Gairdner's beardtongue" "USA (ID  OR  WA)" "Perennial" "Subshrub  Forb/herb" "L48 (N)" "Spring" "Blue" "Yes" "1.0" "Long" "High" "Intolerant" "Late Spring" 
"PEGL3" "" "Penstemon glaber" "sawsepal penstemon" "USA (CO  MT  ND  NE  NM  SD  WY)" "Perennial" "Subshrub  Forb/herb" "L48 (N)" "Spring and Summer" "Purple" "Yes" "2.0" "Long" "Medium" "Intolerant" "Late Spring" 
"PEHEP" "" "Penstemon heterophyllus ssp. purdyi" "Purdy's penstemon" "USA (CA)" "Perennial" "Subshrub  Forb/herb" "L48 (N)" "Spring and Summer" "Purple" "Yes" "2.0" "Long" "Medium" "Intolerant" "Mid Spring" 
"PELA7" "" "Penstemon laetus" "mountain blue penstemon" "USA (CA  OR)" "Perennial" "Subshrub  Forb/herb" "L48 (N)" "Spring and Summer" "Blue" "Yes" "2.5" "Long" "High" "Intolerant" "Late Spring" 
"PELY2" "" "Penstemon lyallii" "Lyall's beardtongue" "USA (ID  MT)  CAN (AB  BC)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "2.5" "Long" "High" "Intolerant" "Late Spring" 
"PENE3" "" "Penstemon newberryi" "mountain pride" "USA (CA  NV  OR)" "Perennial" "Subshrub  Forb/herb" "L48 (N)" "Spring and Summer" "Red" "Yes" "1.0" "Long" "High" "Intermediate" "Mid Spring" 
"PERY" "" "Penstemon rydbergii" "Rydberg's penstemon" "USA (AZ  CA  CO  ID  MT  NM  NV  OR  UT  WA  WY)" "Perennial" "Subshrub  Forb/herb" "L48 (N)" "Spring" "Blue" "Yes" "3.0" "Moderate" "Low" "Intolerant" "Mid Summer" 
"PESP" "" "Penstemon speciosus" "royal penstemon" "USA (CA  ID  NV  OR  UT  WA)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Blue" "Yes" "2.5" "Long" "High" "Intolerant" "Mid Summer" 
"PEVE2" "" "Penstemon venustus" "Venus penstemon" "USA (CA  ID  OR  UT  WA)" "Perennial" "Subshrub  Shrub  Forb/herb" "L48 (N)" "Spring and Summer" "Purple" "Yes" "2.0" "Short" "None" "Intermediate" "Early Summer" 
"PEWH" "" "Penstemon whippleanus" "Whipple's penstemon" "USA (AZ  CO  ID  MT  NM  UT  WY)" "Perennial" "Subshrub  Forb/herb" "L48 (N)" "Spring and Summer" "Purple" "Yes" "3.0" "Short" "Medium" "Intermediate" "Late Summer" 
"PEWI" "" "Penstemon wilcoxii" "Wilcox's penstemon" "USA (ID  MT  OR  WA)" "Perennial" "Subshrub  Forb/herb" "L48 (N)" "Spring and Summer" "Purple" "Yes" "3.0" "Long" "High" "Intolerant" "Late Spring" 
"PEGA3" "" "Perideridia gairdneri" "Gardner's yampah" "USA (CA  CO  ID  MT  NV  OR  SD  UT  WA  WY)  CAN (AB  BC  SK)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "4.0" "Moderate" "Low" "Tolerant" "Mid Spring" 
"PEPA21" "" "Perideridia parishii" "Parish's yampah" "USA (AZ  CA  NM  NV)" "Perennial" "Forb/herb" "L48 (N)" "Summer" "White" "Yes" "2.5" "Moderate" "Low" "Tolerant" "Mid Summer" 
"PEBO" "" "Persea borbonia" "redbay" "USA (AL  AR  FL  GA  LA  MS  NC  SC  TX)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring and Summer" "Yellow" "Yes" "70" "Moderate" "Low" "Tolerant" "Late Spring" 
"PEPA37" "" "Persea palustris" "swamp bay" "USA (AL  DE  FL  GA  LA  MD  MS  NC  SC  TX  VA)" "Perennial" "Tree  Shrub" "L48 (N)" "Spring and Summer" "Yellow" "Yes" "35" "Moderate" "Low" "Intermediate" "Early Spring" 
"PEFRS5" "" "Petasites frigidus var. sagittatus" "arrowleaf sweet coltsfoot" "USA (AK  CO  ID  MI  MN  MT  ND  SD  WA  WI  WY)  CAN (AB  BC  LB  MB  NB  NT  NU  ON  QC  SK  YT)" "Perennial" "Forb/herb" "L48 (N)  AK (N)  CAN (N)" "" "" "" "" "" "" "" "" 
"PEFRS5" "PESA5" "Petasites sagittatus" "" "" "" "" "" "Spring and Summer" "White" "Yes" "0.8" "Moderate" "None" "Intermediate" "Mid Spring" 
"PEDO" "" "Petitia domingensis" "bastard stopper" "USA (FL)  USA+ (PR  VI)" "Perennial" "Tree  Shrub" "L48 (N)  PR (N)  VI (N)" "Year Round" "White" "Yes" "43" "" "" "Intolerant" "Summer" 
"PHTA" "" "Phacelia tanacetifolia" "lacy phacelia" "USA (AZ  CA  CO  KS  MA  ME  MI  NV  OR)  CAN (AB  MB  ON  SK)" "Annual" "Forb/herb" "L48 (N)  CAN (W)" "Spring" "Blue" "Yes" "4.0" "" "Medium" "Intolerant" "Early Spring" 
"PHLE4" "" "Philadelphus lewisii" "Lewis' mock orange" "USA (CA  ID  MT  OR  WA)  CAN (AB  BC)" "Perennial" "Shrub" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "12" "Moderate" "Medium" "Intolerant" "Late Spring" 
"PHMI4" "" "Philadelphus microphyllus" "littleleaf mock orange" "USA (AZ  CA  CO  NM  NV  TX  UT  WY)" "Perennial" "Shrub" "L48 (N)" "Spring and Summer" "White" "Yes" "15" "Moderate" "High" "Intolerant" "Spring" 
"PHDI3" "" "Phlox diffusa" "spreading phlox" "USA (AZ  CA  CO  ID  MT  NE  NM  NV  OR  SD  UT  WA  WY)  CAN (AB  BC)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "0.5" "Moderate" "High" "Tolerant" "Late Spring" 
"PHDI5" "" "Phlox divaricata" "wild blue phlox" "USA (AL  AR  CT  DC  DE  FL  GA  IA  IL  IN  KS  KY  LA  MD  MI  MN  MO  MS  NC  NE  NJ  NM  NY  OH  OK  PA  SC  SD  TN  TX  VA  VT  WI  WV)  CAN (ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "3.0" "Long" "Low" "Intermediate" "Mid Summer" 
"PHGL4" "" "Phlox glaberrima" "smooth phlox" "USA (AL  AR  FL  GA  IL  IN  KY  LA  MD  MO  MS  NC  OH  OK  SC  TN  VA  WI  WV)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "Red" "Yes" "3.0" "Moderate" "Low" "Intermediate" "Late Spring" 
"PHLO2" "" "Phlox longifolia" "longleaf phlox" "USA (AZ  CA  CO  ID  MT  NM  NV  OR  UT  WA  WY)  CAN (BC)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "Purple" "Yes" "1.2" "Long" "High" "Intermediate" "Late Spring" 
"PHMAM" "" "Phlox maculata ssp. maculata" "wild sweetwilliam" "USA (AL  CT  DC  DE  GA  IA  IL  IN  KY  MD  ME  MI  MN  MS  NC  NJ  NY  OH  PA  SC  TN  VA  VT  WV)  CAN (NS  ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (I)" "Spring  Summer  Fall" "Red" "Yes" "2.0" "Short" "Medium" "Intolerant" "Mid Summer" 
"PHSU3" "" "Phlox subulata" "moss phlox" "USA (AL  AR  CT  DE  GA  IA  IL  IN  KY  LA  MA  MD  ME  MI  MN  MS  NC  NH  NJ  NY  OH  PA  RI  TN  UT  VA  VT  WI  WV)  CAN (MB  NB  NS  ON  QC)" "Perennial" "Subshrub  Forb/herb" "L48 (N)  CAN (NI)" "Spring  Summer  Fall" "Purple" "Yes" "0.5" "Moderate" "Low" "Intermediate" "Early Spring" 
"PHME13" "" "Photinia melanocarpa" "black chokeberry" "USA (AL  AR  CT  DC  DE  GA  IA  IL  IN  KY  MA  MD  ME  MI  MN  MO  MS  NC  NH  NJ  NY  OH  PA  RI  SC  TN  VA  VT  WI  WV)  CAN (LB  NB  NF  NS  ON  PE  QC)" "Perennial" "Shrub" "L48 (N)  CAN (N)" "" "White" "Yes" "6.0" "Short" "Medium" "Tolerant" "Spring" 
"PHPY4" "" "Photinia pyrifolia" "red chokeberry" "USA (AL  AR  CT  DC  DE  FL  GA  KY  LA  MA  MD  ME  MS  NC  NH  NJ  NY  OK  PA  RI  SC  TN  TX  VA  WV)  CAN (NB  NS  ON  PE  QC)" "Perennial" "Shrub" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "5.0" "Moderate" "Low" "Intolerant" "Mid Spring" 
"PHBR4" "" "Phyllodoce breweri" "purple mountainheath" "USA (CA  NV)" "Perennial" "Subshrub  Shrub" "L48 (N)" "Spring and Summer" "Purple" "Yes" "1.0" "Moderate" "None" "Intermediate" "Summer" 
"PHCA11" "" "Physocarpus capitatus" "Pacific ninebark" "USA (AK  CA  ID  OR  WA)  CAN (AB  BC)" "Perennial" "Shrub" "L48 (N)  AK (N)  CAN (N)" "Spring and Summer" "White" "Yes" "8.0" "Long" "Low" "Intolerant" "Late Spring" 
"PHMA5" "" "Physocarpus malvaceus" "mallow ninebark" "USA (CO  ID  MT  NV  OR  UT  WA  WY)  CAN (AB  BC)" "Perennial" "Shrub" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "15" "Long" "High" "Intolerant" "Late Spring" 
"PHAM4" "" "Phytolacca americana" "American pokeweed" "USA (AL  AR  AZ  CA  CT  DC  DE  FL  GA  IA  IL  IN  KS  KY  LA  MA  MD  ME  MI  MN  MO  MS  NC  NE  NH  NJ  NM  NY  OH  OK  OR  PA  RI  SC  TN  TX  VA  VT  WA  WI  WV)  CAN (NB  ON  QC)" "Perennial" "Forb/herb" "L48 (N)  CAN (N)" "Spring and Summer" "White" "Yes" "7.3" "Moderate" "Medium" "Tolerant" "Mid Summer" 
"PIDE4" "" "Picrothamnus desertorum" "bud sagebrush" "USA (AZ  CA  CO  ID  MT  NM  NV  OR  UT  WY)" "Perennial" "Subshrub  Shrub" "L48 (N)" "Spring" "Yellow" "Yes" "2.0" "Long" "High" "Intolerant" "Mid Spring" 
"PIGR4" "" "Pityopsis graminifolia" "narrowleaf silkgrass" "USA (AL  AR  DE  FL  GA  KY  LA  MD  MS  NC  OH  OK  SC  TN  TX  VA  WV)" "Perennial" "Forb/herb" "L48 (N)" "Spring and Summer" "White" "Yes" "2.8" "Moderate" "High" "Intermediate" "Late Spring" 
"POAC" "" "Polemonium acutiflorum" "tall Jacob's-ladder" "USA (AK)  CAN (AB  BC  NT  YT)" "Perennial" "Forb/herb" "AK (N)  CAN (N)" "Spring" "Blue" "Yes" "3.0" "Short" "None" "Tolerant" "Summer" 
